drug,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
TOFERSEN,-0.01555625,-0.025623398,-0.04714252,-0.0045211734,-0.0021275515,0.00059771776,0.01495652,-0.012735112,-0.05431929,0.0046564355,0.0331219,-0.028471343,-0.032481294,0.03305002,-0.0049447394,0.014937859,0.02341334,0.025703767,-0.01729044,0.01020284,0.012295377,-0.022787603,0.02351701,-0.0035608495,0.027431067,0.028159706,0.04829884,-0.00013624875,-0.011335593,0.0025014582,-0.008704886,-0.06510445,-0.0075567523,-0.032705124,-0.005186966,-0.003816098,0.05037598,-0.027976625,-0.012642731,-0.013215569,-0.04575007,-0.024690624,0.019390069,-0.026521109,0.025088796,-0.011453825,0.007612762,0.0024452147,-0.036396254,0.02359885,0.0038012846,0.0027579756,0.03214607,-0.058694057,-0.059433676,-0.016814172,0.015986908,0.024456602,-0.0031943358,-0.037083387,-0.01594295,0.042939518,0.013616148,-0.0418058
TOLNAFTATE,-0.033702925,0.0003646344,-0.036573615,-0.010742472,0.005965564,-0.02254882,-0.025730303,-0.021408042,-0.020923141,-0.016131543,-0.0039323447,-0.0061852857,-0.011382713,-0.012155181,-0.01863249,-0.012319413,0.0021765009,-0.023744667,0.009065493,-0.005396677,-0.023806235,-0.030856594,0.025582505,-0.034065746,0.020849787,-0.0007915732,-0.009329805,-0.01636554,0.0062111,0.010279414,-0.008546746,-0.0074055246,0.0053241123,-0.0003333783,-0.016314445,-0.01115989,0.013328049,-0.01169154,-0.00706536,0.010753277,-0.01757382,-0.00084337214,0.02508625,0.033716694,0.0046026376,-0.026057573,0.0058724666,0.02914022,-0.021826033,0.00073466846,0.0020783234,-0.0012408299,0.015672117,-0.030245746,-0.0027889544,-0.015293931,-0.020327266,0.008917875,-0.02728957,0.02674879,0.01034557,-0.006098135,0.008089579,-0.0016514221
TOLTERODINE,-0.016052883,0.004378713,-0.013589733,0.0027651342,-0.0046773627,0.026633572,0.014362434,0.01558501,0.0011032291,0.02115108,0.0070290393,-0.012373848,-0.0133498,-0.02034982,0.012157589,0.010165244,0.0024649163,-4.1937314e-05,0.002192338,0.017545806,-0.00024533115,0.04229274,0.0006211323,-0.0168691,-0.009133894,0.048075896,-0.029231511,0.0069788243,-0.016853927,0.017818354,-0.0045226193,0.00872376,-0.009445145,-0.0034718763,0.02184827,-0.019033723,-0.00048393253,0.004087882,0.005322098,-0.027862933,0.0074235727,-0.01485865,0.040065825,0.013125472,-0.0058967737,-0.014270824,0.011420994,-0.0067724558,-0.008115736,-0.027309135,-0.022567613,-0.0072209737,0.02770695,0.010885881,0.0025408573,-0.009599192,-0.022553114,-0.035759374,0.00020326284,-0.007344671,-0.0010141428,-0.040178962,0.009895015,-0.003714693
TOLTERODINE TARTRATE,-0.01197106,0.012310702,-0.007188122,-0.013356088,-0.020112423,0.01662786,-0.0026140746,-0.009597547,0.005818639,0.009793648,0.0101926485,-0.018069757,-0.0052610757,0.011299861,-0.01505794,0.018509895,0.0047100144,-0.031269837,-0.016177066,0.010204985,0.0007227316,0.032405674,0.015207811,-0.0153556205,0.0028493588,0.022937678,-0.026357442,-0.012527467,0.009885155,-0.008362956,-0.0061516734,-0.00923673,-0.006962275,0.0073356493,-0.0024748563,-0.0017184069,-0.008751269,0.008213949,-0.017721197,-0.0034348194,-0.0037184265,0.0024299137,0.017694253,0.02596161,0.0020812356,-0.021851594,-0.0064829257,-0.009029838,-0.009874829,-0.023705585,0.005366226,0.019806862,0.023761366,-0.0031890557,0.005350452,-0.0028251763,-0.007927488,-0.012504772,0.003660304,0.015704274,-0.029087255,-0.036478423,0.01985365,-0.014749689
TOLVAPTAN,0.03859963,0.01742567,0.053803254,0.013477903,0.029391559,0.05961346,0.0011032186,0.052588116,0.012974789,0.001957335,-0.0021895398,-0.015372379,-0.012381345,0.017651405,0.020043299,0.0328047,0.012101987,0.03289294,0.004915525,-0.026268514,0.05016043,0.064245954,-0.055030517,-0.014060724,-0.0069406596,0.027656542,0.012627487,-0.0119249225,-0.023780828,-0.02488052,0.020941757,0.009900807,0.015147358,0.00089843,0.030969488,0.0029335262,0.009226519,-0.012511156,0.04456184,-0.049380004,0.02207512,-0.019798934,0.020685097,-0.053627264,0.024305115,-0.0065816157,0.016541969,0.00087056204,0.02350115,-0.0044462094,-0.0052370774,0.013402306,-0.03292076,0.044442825,0.007925759,0.038746286,-0.03132397,0.0014002838,0.007034449,-0.013342102,0.03392502,-0.008649471,0.016705727,0.033165667
TOPIRAMATE,0.02876582,-0.006640563,0.02808267,-0.031170428,0.036749277,0.019386198,0.018349629,-0.001196233,0.02413345,0.0035142417,0.012664093,0.018849345,-0.009751381,-0.022819616,0.008722391,-9.433817e-05,-0.031823527,0.021484476,0.007584677,-0.0081417905,0.068850085,0.0015778797,-0.040319856,0.009987226,-0.013918572,-0.014748076,0.022382213,0.042589046,-0.007682216,-0.012921427,0.0040761554,0.0042821527,0.029046386,-0.0056327693,-0.015337071,0.014796458,0.005551749,0.0050083622,-0.001297176,-0.011588606,0.030016338,-0.0060696467,0.0006441766,-0.036995944,0.012018892,0.036152914,0.00551874,-0.025940701,0.033980746,0.039773483,-0.013280809,0.02080366,-0.027981723,0.03208045,-0.015822386,0.0039570737,-0.012564087,0.0037271457,0.019652575,-0.0067784837,0.024995368,0.013409719,-0.011522285,0.016956406
TOPOTECAN HYDROCHLORIDE,0.0067432793,0.0064409366,0.0042178687,0.015584322,0.007870938,-0.0014774667,-0.018826718,0.017733777,0.0033638808,-0.02207386,-0.027173568,0.0032540378,-0.0037062461,0.0563586,-0.018131811,-0.029005058,0.0014173076,-0.010107253,0.024831695,0.003351935,-0.02163014,-0.014395694,0.023670953,0.0069647925,0.011676699,-0.009044229,0.030451052,0.002222788,-0.008145302,-0.007655809,0.034273732,-0.008987922,-0.019461775,-0.0052885455,0.022781748,0.010177393,-0.02002712,-0.0070168516,-0.02184779,0.020595782,0.016233958,0.027116483,-0.03730122,-0.023947006,-0.010435616,0.013136322,-0.018227704,0.0027412153,-0.011860573,-0.0007081383,0.019639008,-0.014308997,-0.008314536,-0.015008183,-0.0011086916,0.0068915994,0.0015921558,0.01760529,0.0041215345,0.0051728818,-0.0005432864,0.0105937645,0.01962484,0.009690469
TORIPALIMAB,-0.012875735,-0.01971859,-0.038118348,-0.010337792,-0.038235042,-0.022265885,-0.00017811843,0.0017405878,-0.008716409,0.014739955,0.008714361,-0.030551597,-0.009035743,0.046974957,0.010257686,-0.006787092,0.026830819,-0.009758482,-0.036335982,0.029960666,-0.034105144,0.009474361,0.036176722,-0.0011710778,0.03617767,0.013408152,-0.008822535,0.002834597,0.023730475,0.026071962,-0.03136476,-0.0065356456,-0.013699133,0.00014390657,0.0038048069,-0.0003891843,-0.00046563504,0.030520117,-0.03497419,0.028764043,-0.0036539228,-0.015676536,-0.011618347,0.008210637,-0.02683588,-0.022144077,-0.011186742,-0.005485045,-0.022334162,-0.014211014,0.0002188812,0.01076371,0.008252175,-0.038145088,-0.013803351,-0.012560894,0.025187796,-0.012318685,-0.00743955,-0.026049482,-0.035067175,0.009935107,0.0031519092,-0.036994003
TORSEMIDE,0.0015629979,-0.0038058143,-0.02125155,0.0016462763,0.017462887,0.029908566,-0.0070320466,-0.0055571613,0.0014752058,0.017436042,0.002168241,0.0018123647,0.0014837044,-0.035014365,-0.0032424603,0.02291145,-0.0034467368,0.014403651,-0.016540008,-0.0012752248,-0.0014984411,0.025816565,0.005717972,-0.005718651,-0.002788207,0.0140432855,-0.034632146,-0.007843152,0.014960908,0.010794817,0.0021365823,0.005366891,-0.0067201843,-0.008503192,0.0129008135,0.0057674986,0.00028865447,-0.005644334,-0.0020885284,-0.008666776,-0.0021472606,-0.0031522561,0.041147728,0.013546526,-0.01080925,-0.02550766,0.003501119,0.016590165,-0.0027738882,-0.03097886,-0.009365209,-0.0058389655,0.000525216,0.016444517,-0.0009656889,-0.01057109,-0.023830375,-0.024614653,-0.008158043,-0.01936249,-0.021342471,-0.030755268,0.010608216,0.012985916
TOVORAFENIB,0.032389913,-0.013560592,0.00632969,0.003000783,0.014882324,0.016293816,0.0049327356,0.009482502,0.0072702626,-0.00070573844,0.020942667,-0.0012765288,-0.004101614,0.0459757,0.0053681256,-0.03155442,-0.019071087,-0.043723233,0.022136036,0.017035207,-0.012186603,0.0027527704,0.02446231,-0.013488718,-0.019141026,0.0050571687,0.029304018,0.02046047,0.017199904,0.0007912265,0.019709582,0.018947586,0.025723247,0.025303068,-0.002316041,0.0061357683,0.017931739,-0.00231241,0.0030078478,-0.0041521476,-0.021492643,-0.007281722,-0.03542586,0.023883717,-0.0074284347,0.037174135,0.008956602,-0.035092484,0.004136044,0.015178121,-0.032152936,0.010813196,-0.016014695,-0.020581177,0.033506468,-0.026742693,0.011182345,0.012482556,-0.0013253771,0.037020393,0.04965421,-0.024643337,-0.005470656,-0.041048843
TOZINAMERAN,-0.02482409,-0.02132352,0.014168956,0.00047266477,-0.03463559,-0.052636318,-0.013819904,0.0004130264,0.007780351,0.01199246,-0.012189454,0.010586914,0.038279727,-0.0030429661,0.009682358,-0.031195924,0.04185017,0.008482757,-0.004430921,-0.017788418,-0.013087058,-0.010913569,0.0067997463,0.031895667,-0.004020283,-0.031015344,-0.019173736,-0.023153592,-0.00014151765,0.0024078654,-0.0040416564,0.0061842864,-0.03928938,0.005878994,0.006052174,0.025200602,-0.01789523,0.0355072,-0.01016036,0.042032313,0.062248103,0.03941546,-0.024436139,-0.0035915668,-0.039269302,0.011772541,-0.013063467,-0.007954561,-0.024938235,-0.031671897,0.029709788,0.0071190107,-0.001470834,0.0118776765,-0.0033725214,0.01755595,0.02571598,0.017420033,-0.020561542,0.01681693,-0.026516998,-0.01831198,-0.026449233,0.008820468
TRABECTEDIN,-0.01528179,0.0016146301,0.00071144174,0.0072215907,-0.010743472,-0.015294035,-0.005130758,-0.0031591905,0.0006542083,-0.0056714253,-0.018604513,-0.021552732,0.020123085,0.024454704,0.012499268,-0.0033970904,0.013658832,0.030212278,-0.017900797,0.012911046,0.010633864,-0.010382686,0.013497012,0.023161849,0.009407836,-0.004385283,-0.012364292,-0.010199622,-0.009901163,0.014282273,0.0027532014,0.019441677,-0.024328545,-0.004351218,-0.009484187,-0.0034263474,-0.03305448,-0.0023491879,-0.0023896445,0.021058831,0.023956727,0.0017592239,-0.010024521,-0.001923212,-0.017539395,-0.010666481,-0.011224122,0.0021598432,-0.017444355,0.0012048417,0.025939547,0.0015425995,-0.018770639,-0.0094488785,-0.022090362,0.0050539584,0.0041621565,-0.01653612,-0.020654544,-0.013385022,0.012247921,0.002376454,0.0007154976,-0.0035855644
TRALOKINUMAB-LDRM,-0.03216677,-0.012818365,-0.011001974,0.021428918,-0.056201894,-0.08754197,-0.0001581702,-0.0049612327,-0.004977173,0.019207308,-0.044787705,0.00857908,0.035559393,0.017785126,0.015755024,-0.04716307,0.0503836,0.03789839,-0.017408874,0.01853341,0.006858639,-0.041982833,-0.0017371043,0.08391643,0.0109467795,-0.061822988,0.011267962,-0.012898751,-0.009209435,0.003120833,-0.016357753,-0.025788678,-0.06136867,0.005847497,-0.033344645,0.03501006,-0.0034649882,0.008584232,-0.0101244245,0.042283207,0.0677424,0.016365757,-0.042965684,-0.03293224,-0.035628375,0.010144237,0.02430609,0.0057872124,-0.009845737,-0.007170638,0.06315163,-0.022884263,-0.022597656,-0.02514662,-0.02340887,0.008989043,0.0065444116,0.032008886,0.014181086,-0.027712088,-0.0070870603,0.04044735,-0.017841944,0.038630754
TRAMADOL,0.024307176,0.01975992,0.023233175,0.018710867,0.031447332,0.01883648,0.007497134,0.01032178,0.010519545,-0.0036966784,-0.015776722,0.027773598,0.01788628,-0.016598092,0.0029310165,-0.0054870043,-0.02340743,0.017262107,-0.00037139672,-0.008075621,0.022076001,-0.0084130475,-0.026373899,0.01777287,-0.015271828,-0.01431201,0.030653087,0.026440704,-0.008822633,-0.026814895,-0.00019341984,0.015641963,0.023676911,-0.010824392,0.0065666023,0.032178976,0.010142447,-0.010064309,-0.0034407603,-0.024319718,-0.0021797745,0.0098771285,0.0027453743,-0.037040096,0.0061134426,0.020235829,0.014907692,-0.019213019,0.0038516312,0.017743282,0.0018567974,0.0008199749,-0.012980478,0.0035040798,0.00946016,0.007137048,-0.004383794,-0.0072482964,0.017106239,-0.015633894,0.0063380525,-0.008726434,-0.014176088,0.009692555
TRAMADOL HYDROCHLORIDE,0.03263008,-0.011084754,0.025628531,-0.019194514,0.015453715,0.0060048434,0.019512596,-0.0017990591,0.005353839,0.0024223423,-0.017467968,0.03567403,-0.014203889,-0.030975062,0.017958248,-0.018543942,-0.023482164,0.008902546,-0.0018718367,-0.025740087,0.06625632,-0.019987991,-0.024082989,0.020721722,0.00034521663,-0.015961362,-0.001197047,0.019284127,-0.00786777,-0.042534437,-0.0047407984,-0.0038507057,0.0054827547,-0.013971045,-0.037266128,0.0020489467,-5.4361506e-05,-0.029226383,0.008164772,0.01359243,0.033374056,0.009695333,0.0147438245,-0.0066061863,0.04155458,0.032374993,0.013732509,-0.006836045,0.027107473,0.042463794,-0.012598319,-0.0003359971,-0.022750663,0.036331974,-0.010984651,-0.006928278,0.001978482,-0.015571054,0.0137593085,0.0058792788,-0.022385051,-0.0026428218,-0.038736846,0.03029217
TRAMADOL\TRAMADOL HYDROCHLORIDE,0.012377736,-0.001836421,0.03261484,0.007672668,0.028938934,0.015061085,0.024262471,0.022521984,0.009284851,0.013073943,-0.024901912,-0.0064506126,-0.011140312,-0.0110530285,0.01320074,-0.0024114698,-0.005538776,0.019731611,-0.023360359,0.0043185097,0.03978986,0.040545654,-0.01877864,0.035923555,-0.032902684,-0.013412826,0.020422082,0.02044268,-0.030710904,0.0012392893,-0.0017646201,0.0042757094,0.014292582,-0.018042278,0.02212838,0.059961576,0.0021688298,0.0071305376,-0.0025475412,-0.020112526,0.014352464,-0.009672785,-0.00029312656,-0.049448244,0.003993575,0.00929456,-0.007318654,-0.026967553,0.021909606,0.0286169,0.017010547,-0.0068845837,-0.015502923,0.0058796033,-0.009858351,0.014684304,0.01510051,-0.017364232,0.03186768,-0.036116883,0.020304875,0.00040621843,-0.0114661865,0.0026301655
TRAMETINIB,0.040342048,0.00016282994,0.026108367,0.020014808,0.014290857,0.045908503,0.006473897,0.01901797,0.0096013425,0.016861742,0.019182805,0.014624932,0.007310331,0.007294838,0.022026213,-0.0032016418,-0.018020099,-0.0008979639,0.010031812,-0.0088652745,0.014715533,0.0324336,-0.020700434,-0.0043977974,-0.02791962,0.025069393,0.026473438,0.012357736,-0.00754566,-0.014708851,0.008626506,0.04243048,0.021034183,0.009496536,0.026797494,0.010754252,-0.012218828,-0.0061563174,-0.005783892,-0.025131673,-0.010611887,-0.018052299,-0.020530315,-0.012290753,-0.012741743,0.027555997,-0.004821901,-0.02366553,0.0025716687,-0.023886522,0.01506939,0.008984171,-0.021635057,0.022679899,0.0388237,0.026585385,-0.0054196394,9.4934505e-05,0.017083077,0.009598276,0.03739291,-0.013740319,0.010996311,0.015024238
TRAMETINIB DIMETHYL SULFOXIDE,0.030025948,0.0004624721,0.02633792,0.008345406,0.04234036,0.015386876,0.004110119,0.013652345,0.018871667,-0.005558702,-0.010477815,0.010008397,-0.0059807375,0.00044261178,-0.0064142654,0.0061863894,0.0027214189,0.017848592,0.02290351,-0.004034443,0.021386301,-0.0017855801,-0.017987411,0.0050934134,-0.038984794,0.008427744,0.042947307,0.0025491472,-0.012240811,-0.011203664,0.021225456,0.017528983,0.034573164,-0.028054023,0.012559472,0.02976221,0.005265344,-0.009794661,0.0008046668,-0.008545132,-0.014911797,-0.017671272,-0.026156172,-0.041168213,0.0054016868,0.0101227425,-0.015498284,0.013682168,0.03997516,0.00924595,0.011643027,-0.014796605,-0.0025234462,0.0060753156,0.021344947,0.013533828,-0.016874442,-0.016406896,0.026272291,0.018927718,0.042221576,0.0140547985,-0.023166092,0.04699089
TRANDOLAPRIL,-0.0026225278,-0.015915984,0.000798886,-0.014641403,0.003854068,0.018824894,0.0065870415,0.021252694,-0.011378067,-0.006173079,0.01502863,-0.0119717885,-0.030225042,-0.010332569,0.017194169,-0.007635754,-0.01326613,-0.0002916358,-0.0013590344,0.012610323,-0.00903681,0.042499755,0.0047981236,-0.015789185,-0.004658518,0.012596969,-0.0019180714,0.005885458,0.015135724,0.0118381465,-0.009865134,0.010228876,0.0068217632,0.024033938,0.033749655,0.0011180252,-0.0028855347,0.009181493,0.004686923,-0.034641463,-0.0008217028,-0.005606714,0.01620321,0.011005114,0.004044352,0.00077030784,-0.0020910557,-0.00516897,0.004182285,0.0039084447,-0.038514324,-0.003220579,0.004642,0.03419497,0.014427046,0.003964609,-0.018497206,0.00081408065,-0.020597681,-0.0027120507,-0.0028130054,-0.005765593,0.017409882,-0.021808092
TRANEXAMIC ACID,0.010064682,-0.021057721,0.015183444,-0.00560451,0.019208748,0.008589773,0.0019658764,0.035882443,-0.0042075054,0.00518857,-0.009764806,0.0035374358,0.008768264,-0.009014961,0.017848285,0.0025275084,0.00081116083,0.029468814,-0.0050774068,-0.008504379,0.037640832,-0.01871262,0.006459983,0.016232269,0.0014637334,0.005138527,0.03340772,-0.010564545,-0.019362377,-0.010838664,-0.017377814,-0.022262061,0.0020700404,-0.010992118,0.0024404568,0.015282661,0.014794104,-0.0210136,-0.014737866,-0.013160633,-0.0007556309,0.0077558686,0.0008687849,-0.029592296,0.014580357,0.0012663654,-0.0173672,-0.0107007325,0.0047548143,0.025321612,0.0065496033,0.00010158629,-0.025770444,-0.015002878,-0.041183375,0.008511498,0.0011919077,0.0036838057,0.020572087,-0.0012270262,0.009613798,0.04782186,0.0039473684,0.004865144
TRASTUZUMAB,-0.018314386,0.0011655908,0.023671059,-0.007621461,-0.051222898,-0.001316885,0.0037212952,0.012165015,-0.035589963,-0.039422527,0.0052183815,-0.0074866037,-0.0122759435,0.01861794,0.041345842,0.013670145,0.05737931,0.05374268,-0.047682956,0.016237358,0.060717236,-0.0045245653,-0.031830154,0.06051377,-0.01104249,-0.024840156,0.019245448,-0.0018716848,-0.040634483,0.04570033,-0.015563376,-0.0017769723,-0.02469446,0.059385117,0.0051407428,0.005564907,-0.013512776,-0.005476368,0.02403035,-0.0003543647,0.066968575,-0.032563064,-0.0023214284,-0.07601468,0.012932449,-0.0023410863,-0.013803611,0.016915293,0.020068834,-0.00065727107,0.027824124,-0.056016248,-0.041776076,-0.008926227,-0.018026922,0.050658267,-0.05364451,0.007638604,0.003364795,-0.039612196,-0.0071379836,0.03702638,0.011867639,0.03377108
TRASTUZUMAB DERUXTECAN,-0.025733521,-0.00256444,-0.010406917,0.0025379737,-0.04187637,-0.014658782,-0.015250471,-0.0034673447,-0.023209196,-0.039792053,-0.012683756,-0.03890756,-0.033336997,0.024024103,0.010214711,0.0117985755,0.025660047,0.035623517,-0.04239275,0.0083430195,0.0400069,-9.0755726e-05,-0.010257176,0.026632411,-0.004045677,0.00064519397,0.012364892,-0.011899958,-0.033897784,0.027829373,-0.01375108,-0.018102482,-0.01453594,0.029858045,0.017346414,-0.011814957,-0.009387449,0.004468767,0.013324486,0.006005176,0.026749145,-0.028213544,-0.00980908,-0.02910114,-0.014354577,-0.0006845663,-0.017893529,-0.0027751427,0.02548693,0.00038391224,-0.0030645493,-0.027102342,-0.034307964,-0.039402306,-0.020279044,0.0050798687,-0.023507241,-0.0073928284,-0.0055965027,-0.019573394,0.018574886,0.012789739,0.04561045,0.016099269
TRASTUZUMAB EMTANSINE,-0.040565412,0.00068832934,-0.012799675,-0.008020949,-0.027651248,-0.045078777,-0.0005774749,-0.012578813,-0.025587417,-0.0019643048,0.007993344,-0.018425178,-0.0075875963,0.04062093,-0.00828069,-0.016530685,0.011726248,-0.014008224,-0.011572485,0.020070795,-0.031450942,-0.022717053,0.019383427,-0.00700907,0.017420812,0.0052563944,0.0053324914,0.00044859532,-0.0071130814,0.020931145,-0.008284745,-0.008009736,-0.0051951674,0.0043582213,0.01043224,-0.024383996,-0.004809388,0.024693696,-0.019479383,0.028761925,0.009604122,-0.016818438,-0.006067605,0.0039069015,-0.01627188,0.005417838,-0.009656905,-0.00264356,0.0011034317,-0.0056698234,0.009129212,0.010509128,0.017597686,-0.040083397,-0.011549254,-0.0134462705,-0.0015141463,-0.00024009726,-0.0143023385,-0.0051960936,-0.018673893,0.0038422747,0.004544492,-0.015689492
TRASTUZUMAB-ANNS,-0.0020831865,0.008062632,0.0025062964,-0.002151432,-0.043323662,-0.016476288,0.01188399,-0.0018006184,-0.006098568,0.019884707,0.016736144,-0.019588435,-0.017026128,0.021399174,0.014096389,-0.011203728,0.014287249,0.006675903,-0.02020978,0.0071624764,0.016716393,0.014043568,-0.0115025565,0.00016643034,0.007085428,-0.0063173845,-0.022675697,0.021401247,-0.00064277166,0.013114692,-0.027187875,0.019773865,-0.0026598433,0.027425572,0.012569973,0.014662598,-0.012833256,0.033132736,-0.006341411,-0.010046288,0.011039177,-0.030949451,-0.027699724,-0.0033989823,-0.009739131,0.013727567,0.0056581306,-0.0072111897,0.0017508784,-0.0055796453,0.0024423634,0.0025999637,-0.002198168,-0.006131091,0.0036147402,-0.006170476,-0.0035908201,-0.021137632,-0.0069683413,0.00586975,-0.001503809,-0.011288414,0.00669507,0.009370165
TRASTUZUMAB-DKST,-0.013142461,0.0030769864,-0.008448611,0.003095329,-0.026276728,-0.028927073,-0.008419243,-0.01417221,-0.01294325,-0.006216249,0.0039619417,-0.024031099,-0.010854786,0.03466624,0.0042895973,0.0017948754,0.029498333,0.01504798,-0.014203386,0.018598525,-0.012705773,-0.019497814,-0.0065324903,0.015068949,0.017456083,-0.009868269,-0.012223372,0.00591195,0.0063707326,0.011548318,-0.0066859806,0.010057167,-0.023516478,0.026171565,0.0056707477,-0.016649762,0.0018839968,0.02045626,-0.012353187,0.022300417,0.0068522166,-0.016574815,-0.008059112,-0.008992886,-0.0014737035,-0.0011695271,0.0042514685,-0.0022591085,0.018702058,-0.01298742,-0.0013987802,-0.013883683,-0.015175711,-0.04999406,-0.0037113929,-0.033567492,-0.011286029,0.008625639,-0.001603282,-0.015019724,-0.011340493,0.017773626,0.0172133,-0.01072975
TRASTUZUMAB-DTTB,-0.03086968,-0.000107203465,-0.026980478,-0.0135295335,-0.028757878,-0.01644267,-0.017239928,-0.009456524,-0.022933021,-0.0011351954,-0.0047154846,-0.025668139,-0.00038406934,0.023529835,0.0023703293,0.008489595,0.024943253,0.007566614,-0.014564138,0.01359021,-0.0146716535,-0.011566229,0.004318123,0.0065783337,0.014128315,-0.004952433,-0.019499315,0.00035582553,-0.025459277,0.019498263,0.0025069052,-0.0049954327,-0.01211038,0.012756541,-0.002292599,-0.014161925,0.00055176124,-0.0017622093,-0.006067361,0.01674658,0.015244945,-0.013419288,-0.019521954,0.0094136745,-0.025397599,0.003755601,-0.00027862476,0.013388435,0.0016528588,-0.018820679,0.012099464,-0.011122485,-0.0025147705,-0.029099116,-0.010865888,-0.0037354624,-0.0064538647,-0.008653784,-0.020066475,-0.007656581,-0.016754039,0.012753185,0.02603164,0.005232497
TRASTUZUMAB-QYYP,-0.0062632933,-0.008193852,-0.003933638,0.0010925744,-0.014777185,-0.06451716,-0.0016994359,-0.021211341,-0.023879532,-0.010546452,0.0012059618,0.016479108,0.012647716,0.014781856,-0.0034756856,-0.012009736,0.031855922,0.0104073705,-0.013531364,0.0036863936,0.0015765232,-0.027739696,0.0013397643,0.016539557,0.01623827,-0.03147852,-0.029255984,-0.0034542512,0.013437464,-0.0050325193,-0.008487648,-0.0011337652,-0.009764844,0.0025092016,-0.03112282,-0.0069032814,0.0019892652,0.011403124,0.008050174,0.032510135,0.013707496,-0.019023338,-0.020899996,0.013592548,0.008603929,-0.013154357,-0.008276307,0.026900707,-0.013805748,-0.014820772,0.021943219,-0.010942325,-0.008650041,-0.018687591,-0.023558151,0.014871527,-0.017566925,-0.001579701,-0.006681193,0.017124882,0.0015449468,0.021029565,-0.022502866,0.015112441
TRAVOPROST,-0.009305555,0.006894368,-0.017236121,0.022416946,-0.011835163,0.005377183,0.005509537,-0.00023585654,-0.015593698,0.018971704,0.014418609,-0.008213094,-0.004482859,-0.052092027,-0.0020371932,0.01857284,0.02045406,0.0063230577,-0.01955899,-0.012416162,-0.020937322,-0.025134947,0.010280048,-0.013138812,0.036872704,0.0034394031,-0.033935305,-0.030593505,0.011658293,0.020048544,-0.024104735,0.00024826164,-0.022907581,-0.012955244,-0.005245454,-0.0047699236,0.007730464,-0.019295251,0.0024092346,-0.009178805,-0.026481941,-0.004441481,0.057632755,0.013057434,0.0008322795,-0.04554823,0.0096679395,0.034384444,-0.041093096,-0.01852201,0.0019907309,-0.006606637,0.027301405,-0.0061583254,-0.025765734,-0.010579302,-0.0065045287,-0.016150512,-0.012154601,-0.0045311293,-0.029165842,0.005754288,0.011569487,-0.009340612
TRAZODONE HYDROCHLORIDE,0.0090073915,0.012026771,-0.0038856082,0.00440301,0.027286427,0.012001025,0.015161339,-0.0052422727,0.007190017,0.00045317426,-0.011195195,-0.0023463299,-0.020751996,-0.029844299,-0.005269496,-0.0031950707,-0.025453933,0.014090654,0.0014408211,-0.0034108935,0.016218366,-0.016510224,-0.027535064,-0.007929299,-0.02286947,-0.005128757,0.0017735636,0.017906327,-0.013493493,-0.00487138,0.009087,-0.008613469,0.009400351,-0.006924764,-0.010257309,0.048560034,0.0014687086,-0.017721955,0.017217834,-0.013297048,0.013947702,-0.00023113952,0.020005051,-0.028537434,0.012932976,0.02271753,0.0050932565,0.019895194,0.019146372,0.015788985,0.0012018125,0.02229395,-0.024076063,0.009927749,-0.0010774249,-0.00012369153,-0.015135989,0.0023212144,0.014270475,-0.008504627,0.0051744906,0.009070693,-0.0022792674,0.0060710288
TREMELIMUMAB,-0.029942414,-0.01958365,-0.04010366,-0.006846456,-0.042148944,-0.02889697,0.0047955527,-0.021654267,-0.0014550214,0.01297956,-0.01166986,-0.013203033,0.0085634515,0.030879552,-0.018683754,-0.00010420638,0.02037475,-0.0072836103,-0.007521548,0.0015009395,-0.04952205,-0.009772742,0.033628777,0.018022563,0.030631345,-0.0068020234,-0.021752262,-0.014893658,-0.006149408,0.018212428,0.009205426,-0.012361597,-0.021732792,0.0058563612,-0.00942461,-0.012183811,-0.00090440345,0.041549075,-0.023791136,0.017765876,0.0008742488,0.0065593016,0.0016704672,0.021139069,-0.015201738,-0.013895908,-0.011554039,0.0015962449,-0.022829147,-0.034143213,0.017455842,-0.003400515,0.01208614,-0.030360758,-0.013281772,-0.009520864,0.015579048,-0.0076560443,-0.019874597,-0.0170922,-0.027436338,0.013472395,0.00015601382,-0.0061970535
TREMELIMUMAB\TREMELIMUMAB-ACTL,-0.02405198,-0.013487822,-0.030939741,-0.002355961,-0.03928582,-0.0073599927,-0.010452745,-0.003765711,-0.02065289,0.008235328,-0.01655546,-0.028790977,0.009818231,0.02809407,0.010290852,-0.014966433,0.024907092,-0.0024978933,-0.009034186,0.012771958,-0.015554137,0.007721604,0.029501187,0.0056289304,0.03273983,0.01804982,-0.0069327652,-0.006687517,-0.01449166,0.023378171,-0.011807988,-0.013425025,-0.03564089,0.0070452127,0.024842706,-0.010799035,-0.014984601,0.025198834,-0.027469084,0.041293368,-0.011837051,-0.0074359104,-0.0011132576,-0.0004354068,-0.0022633756,-0.011866658,0.008075941,0.0038169096,-0.026599707,-0.026559485,0.004678436,0.0010786399,-0.0035183546,-0.03876128,-0.0407496,-0.010051586,0.02805645,-0.01376223,-0.0056109135,-0.03051413,-0.032387797,0.017456602,0.029379928,-0.023582954
